SeqID,DisputeID,Location,EffectiveRows,tab,tabnum,Seder_Hebrew,Seder_Name,Seder_Number,Seder_Translate,Tractate_Name_Hebrew,Chapter,HebrewChapterLocation,Ith_chapter_in_seder,Disputant_1,Disputant_Hebrew_D1,Disputant_Hebrew_D1b,Disputant_Hebrew_D1c,Disputant_2,Disputant_Hebrew_D2,Disputant_Hebrew_D2b,Disputant_Hebrew_D2c,StrictQuestion,MoneyQuestion,OweQuestion,Winner,Result_1,Score_1,AltOwe_1,AltMoney_1,AltStrict_1,Result_2,Score_2,AltOwe_2,AltMoney_2,AltStrict_2,Owe_Result_Score_1,Money_Result_Score_1,Strict_Result_1,Strict_Result_Score_1,Owe_Result_Score_2,Money_Result_Score_2,Strict_Result_2,Strict_Result_Score_2
  66,  80,1:2, 1:11, 1,ביכורים11,11, זרעים,Zeraim,1,Seeds,בכורים, 1,,11,Tanna Kama,NA,NA,NA,Rabbi Yehuda,יהודה,NA,NA,1,1,0,Tanna Kama,BHB 1.0,1,NA, 0, 1,BHB 0.0,0,NA, 1, 0,NA,1.0, 1,1.0,NA,0.0, 0,0.0
  67,  81,2:2, 1,ביכורים11,11, זרעים,Zeraim,1,Seeds,בכורים, 2,,11,Tanna Kama,NA,NA,NA,Rabbi Shimon,שמעון,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
  68,  82,2:2, 1,ביכורים11,11, זרעים,Zeraim,1,Seeds,בכורים, 2,,11,Tanna Kama,NA,NA,NA,Rabbi Shimon,שמעון,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
  69,  83,2:2, 1,ביכורים11,11, זרעים,Zeraim,1,Seeds,בכורים, 2,,11,Tanna Kama,NA,NA,NA,Rabbi Shimon,שמעון,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
  70,  84,2:6, 1,ביכורים11,11, זרעים,Zeraim,1,Seeds,בכורים, 2,,11,Rabbi Gamliel,גמליאל,NA,NA,Rabbi Eliezer,אליעזר,NA,NA,0,0,0,Rabbi Gamliel,,1,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
  71,  85,2:10, 1,ביכורים11,11, זרעים,Zeraim,1,Seeds,בכורים, 2,,11,Tanna Kama,NA,NA,NA,Rabbi Elazar,אלעזר,NA,NA,1,1,0,Tanna Kama,BHB 0.0,1,NA, 1, 0,BHB 1.0,0,NA, 0, 1,NA,0.0, 0,0.0,NA,1.0, 1,1.0
  72,  86,3:1, 1,ביכורים11,11, זרעים,Zeraim,1,Seeds,בכורים, 3,,11,Tanna Kama,NA,NA,NA,Rabbi Shimon,שמעון,NA,NA,1,0,0,Tanna Kama,Kula 0.0,1,NA,NA, 0,Chumra 1.0,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
  73,  87,3:6, 1,ביכורים11,11, זרעים,Zeraim,1,Seeds,בכורים, 3,,11,Tanna Kama,NA,NA,NA,Rabbi Yehuda,יהודה,NA,NA,0,0,0,Rabbi Yehuda,,0,NA,NA,NA,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
  74,  88,3:9-10, 2,ביכורים11,11, זרעים,Zeraim,1,Seeds,בכורים, 3,,11,Ben Nannas,בן ננס,NA,NA,Rabbi Akiva,עקיבא,עקיבה,NA,1,0,0,Rabbi Akiva,Kula 0.0,0,NA,NA, 0,Chumra 1.0,1,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
  75,  89,3:12, 1,ביכורים11,11, זרעים,Zeraim,1,Seeds,בכורים, 3,,11,Rabbi Yehuda,יהודה,NA,NA,Chachamim,חכמים,NA,NA,0,0,0,Chachamim,,0,NA,NA,NA,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
  77,  90,1:5, 1,שבת12,12,מועד,Moed,2,Festival,שבת, 1,, 1,Beit Shamai,בית שמאי,NA,NA,Beit Hillel,בית הלל,בית הילל,NA,1,0,0,Beit Hillel,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
  78,  91,1:5, 1,שבת12,12,מועד,Moed,2,Festival,שבת, 1,, 1,Beit Shamai,בית שמאי,NA,NA,Beit Hillel,בית הלל,בית הילל,NA,1,0,0,Beit Hillel,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
  79,  92,1:5, 1,שבת12,12,מועד,Moed,2,Festival,שבת, 1,, 1,Beit Shamai,בית שמאי,NA,NA,Beit Hillel,בית הלל,בית הילל,NA,1,0,0,Beit Hillel,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
  80,  93,1:6, 1,שבת12,12,מועד,Moed,2,Festival,שבת, 1,, 1,Beit Shamai,בית שמאי,NA,NA,Beit Hillel,בית הלל,בית הילל,NA,1,0,0,Beit Hillel,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
  81,  94,1:6, 1,שבת12,12,מועד,Moed,2,Festival,שבת, 1,, 1,Beit Shamai,בית שמאי,NA,NA,Beit Hillel,בית הלל,בית הילל,NA,1,0,0,Beit Hillel,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
  82,  95,1:6, 1,שבת12,12,מועד,Moed,2,Festival,שבת, 1,, 1,Beit Shamai,בית שמאי,NA,NA,Beit Hillel,בית הלל,בית הילל,NA,1,0,0,Beit Hillel,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
  83,  96,1:6, 1,שבת12,12,מועד,Moed,2,Festival,שבת, 1,, 1,Beit Shamai,בית שמאי,NA,NA,Beit Hillel,בית הלל,בית הילל,NA,1,0,0,Beit Hillel,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
  84,  97,1:6, 1,שבת12,12,מועד,Moed,2,Festival,שבת, 1,, 1,Beit Shamai,בית שמאי,NA,NA,Beit Hillel,בית הלל,בית הילל,NA,1,0,0,Beit Hillel,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
  85,  98,1:7, 1,שבת12,12,מועד,Moed,2,Festival,שבת, 1,, 1,Beit Shamai,בית שמאי,NA,NA,Beit Hillel,בית הלל,בית הילל,NA,1,0,0,Beit Hillel,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
  86,  99,1:7, 1,שבת12,12,מועד,Moed,2,Festival,שבת, 1,, 1,Beit Shamai,בית שמאי,NA,NA,Beit Hillel,בית הלל,בית הילל,NA,1,0,0,Beit Hillel,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
  87, 100,1:7, 1,שבת12,12,מועד,Moed,2,Festival,שבת, 1,, 1,Beit Shamai,בית שמאי,NA,NA,Beit Hillel,בית הלל,בית הילל,NA,1,0,0,Beit Hillel,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
  88, 101,1:8, 1,שבת12,12,מועד,Moed,2,Festival,שבת, 1,, 1,Beit Shamai,בית שמאי,NA,NA,Beit Hillel,בית הלל,בית הילל,NA,1,0,0,Beit Hillel,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
  89, 102,1:8-9, 2,שבת12,12,מועד,Moed,2,Festival,שבת, 1,, 1,Beit Shamai,בית שמאי,NA,NA,Beit Hillel,בית הלל,בית הילל,NA,1,0,0,Beit Hillel,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
  90, 103,1:10, 1,שבת12,12,מועד,Moed,2,Festival,שבת, 1,, 1,Tanna Kama,NA,NA,NA,Rabbi Eliezer,אליעזר,NA,NA,1,0,0,Rabbi Eliezer,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
  91, 104,1:11, 1,שבת12,12,מועד,Moed,2,Festival,שבת, 1,, 1,Tanna Kama,NA,NA,NA,Rabbi Yehuda,יהודה,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
  92, 105,2:1, 3,שבת12,12,מועד,Moed,2,Festival,שבת, 2,, 1,Tanna Kama,NA,NA,NA,Nachum Hamadai,נחום המדי,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,0,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
  92, 106,2:1, 3,שבת12,12,מועד,Moed,2,Festival,שבת, 2,, 1,Tanna Kama,NA,NA,NA,Chachamim,חכמים,NA,NA,1,0,0,Chachamim,Chumra 1.0,0,NA,NA, 1,Chumra 1.0,1,NA,NA, 1,NA,NA, 1,1.0,NA,NA, 1,1.0
  92, 107,2:1, 3,שבת12,12,מועד,Moed,2,Festival,שבת, 2,, 1,Nachum Hamadai,נחום המדי,NA,NA,Chachamim,חכמים,NA,NA,1,0,0,Chachamim,Kula 0.0,0,NA,NA, 0,Chumra 1.0,1,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
  93, 108,2:2, 3,שבת12,12,מועד,Moed,2,Festival,שבת, 2,, 1,Rabbi Yishmael,ישמעאל,NA,NA,Chachamim,חכמים,NA,NA,1,0,0,Rabbi Yishmael,Chumra 0.5,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,0.5,NA,NA, 0,0.0
  93, 109,2:2, 3,שבת12,12,מועד,Moed,2,Festival,שבת, 2,, 1,Rabbi Yishmael,ישמעאל,NA,NA,Rabbi Tarfon,טרפון,NA,NA,1,0,0,Rabbi Yishmael,Chumra 0.5,1,NA,NA, 0,Chumra 1.0,0,NA,NA, 1,NA,NA, 0,0.5,NA,NA, 1,1.0
  93, 110,2:2, 3,שבת12,12,מועד,Moed,2,Festival,שבת, 2,, 1,Chachamim,חכמים,NA,NA,Rabbi Tarfon,טרפון,NA,NA,1,0,0,Chachamim,Kula 0.0,0,NA,NA, 0,Chumra 1.0,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
  94, 111,2:3, 1,שבת12,12,מועד,Moed,2,Festival,שבת, 2,, 1,Rabbi Eliezer,אליעזר,NA,NA,Rabbi Akiva,עקיבא,עקיבה,NA,1,0,0,Rabbi Akiva,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
  95, 112,2:4, 1,שבת12,12,מועד,Moed,2,Festival,שבת, 2,, 1,Tanna Kama,NA,NA,NA,Rabbi Yehuda,יהודה,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
  96, 113,2:4, 1,שבת12,12,מועד,Moed,2,Festival,שבת, 2,, 1,Tanna Kama,NA,NA,NA,Rabbi Yehuda,יהודה,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
  97, 114,2:5, 1,שבת12,12,מועד,Moed,2,Festival,שבת, 2,, 1,Tanna Kama,NA,NA,NA,Rabbi Yossi,NA,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
  98, 115,3:1, 1,שבת12,12,מועד,Moed,2,Festival,שבת, 3,, 1,Beit Shamai,בית שמאי,NA,NA,Beit Hillel,בית הלל,בית הילל,NA,1,0,0,Beit Hillel,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
  99, 116,3:1, 1,שבת12,12,מועד,Moed,2,Festival,שבת, 3,, 1,Beit Shamai,בית שמאי,NA,NA,Beit Hillel,בית הלל,בית הילל,NA,1,0,0,Beit Hillel,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 100, 117,3:3, 1,שבת12,12,מועד,Moed,2,Festival,שבת, 3,, 1,Tanna Kama,NA,NA,NA,Rabbi Yossi,NA,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 101, 118,3:5, 1,שבת12,12,מועד,Moed,2,Festival,שבת, 3,, 1,Tanna Kama,NA,NA,NA,Rabbi Yehuda,יהודה,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 102, 119,3:6, 1,שבת12,12,מועד,Moed,2,Festival,שבת, 3,, 1,Tanna Kama,NA,NA,NA,Rabbi Shimon,שמעון,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 103, 120,4:1, 1,שבת12,12,מועד,Moed,2,Festival,שבת, 4,, 1,Tanna Kama,NA,NA,NA,Rabbi Yehuda,יהודה,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 104, 121,4:2, 1,שבת12,12,מועד,Moed,2,Festival,שבת, 4,, 1,Rabbi Elazar ben Azarya,אלעזר בן עזריה,NA,NA,Chachamim,חכמים,NA,NA,1,0,0,Chachamim,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 105, 122,5:2, 3,שבת12,12,מועד,Moed,2,Festival,שבת, 5,, 1,Tanna Kama,NA,NA,NA,Rabbi Yossi,NA,NA,NA,1,0,0,Tanna Kama,Kula 0.0,0,NA,NA, 0,Chumra 1.0,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
 105, 123,5:2, 3,שבת12,12,מועד,Moed,2,Festival,שבת, 5,, 1,Tanna Kama,NA,NA,NA,Rabbi Yehuda,יהודה,NA,NA,1,0,0,Rabbi Yehuda,Kula 0.0,0,NA,NA, 0,Chumra 0.5,1,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,0.5
 105, 124,5:2, 3,שבת12,12,מועד,Moed,2,Festival,שבת, 5,, 1,Rabbi Yossi,NA,NA,NA,Rabbi Yehuda,יהודה,NA,NA,1,0,0,Rabbi Yehuda,Chumra 1.0,0,NA,NA, 1,Chumra 0.5,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.5
 106, 125,5:4, 1,שבת12,12,מועד,Moed,2,Festival,שבת, 5,, 1,Tanna Kama,NA,NA,NA,Rabbi Elazar ben Azarya,אלעזר בן עזריה,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 107, 126,6:3, 1,שבת12,12,מועד,Moed,2,Festival,שבת, 6,, 1,Rabbi Meir,מאיר,NA,NA,Chachamim,חכמים,NA,NA,1,0,0,Chachamim,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 108, 127,6:4, 2,שבת12,12,מועד,Moed,2,Festival,שבת, 6,, 1,Tanna Kama,NA,NA,NA,Rabbi Eliezer,אליעזר,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 109, 128,6:5, 1,שבת12,12,מועד,Moed,2,Festival,שבת, 6,, 1,Rebbe,NA,NA,NA,Chachamim,חכמים,NA,NA,1,0,0,Chachamim,Kula 0.0,0,NA,NA, 0,Chumra 1.0,1,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
 110, 129,6:8, 1,שבת12,12,מועד,Moed,2,Festival,שבת, 6,, 1,Rabbi Meir,מאיר,NA,NA,Rabbi Yossi,NA,NA,NA,1,0,0,Rabbi Yossi,Kula 0.0,0,NA,NA, 0,Chumra 1.0,1,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
 111, 130,6:10, 1,שבת12,12,מועד,Moed,2,Festival,שבת, 6,, 1,Rabbi Yossi,NA,NA,NA,Rabbi Meir,מאיר,NA,NA,1,0,0,Rabbi Yossi,Kula 0.0,1,NA,NA, 0,Chumra 1.0,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
 112, 131,7:4, 1,שבת12,12,מועד,Moed,2,Festival,שבת, 7,, 1,Tanna Kama,NA,NA,NA,Rabbi Yehuda,יהודה,NA,NA,1,0,0,Tanna Kama,Kula 0.0,1,NA,NA, 0,Chumra 1.0,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
 113, 132,7:3, 8:1, 1,שבת12,12,מועד,Moed,2,Festival,שבת, 8,, 1,Tanna Kama,NA,NA,NA,Rabbi Shimon,שמעון,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 114, 133,8:1, 1,שבת12,12,מועד,Moed,2,Festival,שבת, 8,, 1,Tanna Kama,NA,NA,NA,Rabbi Shimon,שמעון,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 115, 134,8:2, 1,שבת12,12,מועד,Moed,2,Festival,שבת, 8,, 1,Tanna Kama,NA,NA,NA,Rabbi Yehuda,יהודה,NA,NA,1,0,0,Tanna Kama,Kula 0.0,1,NA,NA, 0,Chumra 1.0,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
 116, 135,8:4, 1,שבת12,12,מועד,Moed,2,Festival,שבת, 8,, 1,Tanna Kama,NA,NA,NA,Rabbi Yehuda,יהודה,NA,NA,1,0,0,Tanna Kama,Kula 0.0,1,NA,NA, 0,Chumra 1.0,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
 117, 136,8:4, 3,שבת12,12,מועד,Moed,2,Festival,שבת, 8,, 1,Tanna Kama,NA,NA,NA,Rabbi Yehuda,יהודה,NA,NA,1,0,0,Tanna Kama,Kula 0.0,1,NA,NA, 0,Chumra 0.5,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,0.5
 117, 137,8:4, 3,שבת12,12,מועד,Moed,2,Festival,שבת, 8,, 1,Tanna Kama,NA,NA,NA,Rabbi Nechemia,נחמיה,NA,NA,1,0,0,Tanna Kama,Kula 0.0,1,NA,NA, 0,Chumra 1.0,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
 117, 138,8:4, 3,שבת12,12,מועד,Moed,2,Festival,שבת, 8,, 1,Rabbi Yehuda,יהודה,NA,NA,Rabbi Nechemia,נחמיה,NA,NA,1,0,0,Rabbi Yehuda,Chumra 0.5,0,NA,NA, 0,Chumra 1.0,0,NA,NA, 1,NA,NA, 0,0.5,NA,NA, 1,1.0
 118, 139,8:5, 1,שבת12,12,מועד,Moed,2,Festival,שבת, 8,, 1,Rabbi Akiva,עקיבא,עקיבה,NA,Chachamim,חכמים,NA,NA,1,0,0,Chachamim,Kula 0.0,0,NA,NA, 0,Chumra 1.0,1,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
 119, 140,8:5, 1,שבת12,12,מועד,Moed,2,Festival,שבת, 8,, 1,Rabbi Akiva,עקיבא,עקיבה,NA,Chachamim,חכמים,NA,NA,1,0,0,Chachamim,Kula 0.0,0,NA,NA, 0,Chumra 1.0,1,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
 120, 141,8:6, 1,שבת12,12,מועד,Moed,2,Festival,שבת, 8,, 1,Tanna Kama,NA,NA,NA,Rabbi Yehuda,יהודה,NA,NA,1,0,0,Tanna Kama,Kula 0.0,1,NA,NA, 0,Chumra 1.0,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
 121, 142,8:6, 1,שבת12,12,מועד,Moed,2,Festival,שבת, 8,, 1,Tanna Kama,NA,NA,NA,Rabbi Eliezer ben Yakov,אליעזר בן יעקב,NA,NA,1,0,0,Rabbi Eliezer ben Yakov,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 122, 143,8:7, 3,שבת12,12,מועד,Moed,2,Festival,שבת, 8,, 1,Rabbi Yehuda,יהודה,NA,NA,Rabbi Meir,מאיר,NA,NA,1,0,0,Rabbi Yehuda,Kula 0.0,0,NA,NA, 0,Chumra 0.5,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,0.5
 122, 144,8:7, 3,שבת12,12,מועד,Moed,2,Festival,שבת, 8,, 1,Rabbi Yehuda,יהודה,NA,NA,Rabbi Yossi,NA,NA,NA,1,0,0,Rabbi Yossi,Kula 0.0,0,NA,NA, 0,Chumra 1.0,1,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
 122, 145,8:7, 3,שבת12,12,מועד,Moed,2,Festival,שבת, 8,, 1,Rabbi Meir,מאיר,NA,NA,Rabbi Yossi,NA,NA,NA,1,0,0,Rabbi Yossi,Chumra 0.5,0,NA,NA, 0,Chumra 1.0,1,NA,NA, 1,NA,NA, 0,0.5,NA,NA, 1,1.0
 123, 146,9:5, 1,שבת12,12,מועד,Moed,2,Festival,שבת, 9,, 1,Tanna Kama,NA,NA,NA,Rabbi Yehuda,יהודה,NA,NA,0,0,0,Tanna Kama,,1,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
 124, 147,9:6, 1,שבת12,12,מועד,Moed,2,Festival,שבת, 9,, 1,Tanna Kama,NA,NA,NA,Rabbi Yehuda,יהודה,NA,NA,1,0,0,Tanna Kama,Kula 0.0,1,NA,NA, 0,Chumra 1.0,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
 125, 148,9:7, 1,שבת12,12,מועד,Moed,2,Festival,שבת, 9,, 1,Tanna Kama,NA,NA,NA,Rabbi Yehuda ben Bathyra,יהודה בן בתירא,יהודה בן בתירה,NA,1,0,0,Tanna Kama,Kula 0.0,1,NA,NA, 0,Chumra 1.0,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
 126, 149,9:7, 1,שבת12,12,מועד,Moed,2,Festival,שבת, 9,, 1,Tanna Kama,NA,NA,NA,Rabbi Yehuda,יהודה,NA,NA,1,0,0,Rabbi Yehuda,Kula 0.0,0,NA,NA, 0,Chumra 1.0,1,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
 127, 150,10:4, 1,שבת12,12,מועד,Moed,2,Festival,שבת,10,, 1,Tanna Kama,NA,NA,NA,Rabbi Yehuda,יהודה,NA,NA,1,0,0,Tanna Kama,Kula 0.0,1,NA,NA, 0,Chumra 1.0,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
 128, 151,10:5, 1,שבת12,12,מועד,Moed,2,Festival,שבת,10,, 1,Tanna Kama,NA,NA,NA,Rabbi Shimon,שמעון,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 129, 152,10:5, 1,שבת12,12,מועד,Moed,2,Festival,שבת,10,, 1,Tanna Kama,NA,NA,NA,Rabbi Shimon,שמעון,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 130, 153,10:6, 1,שבת12,12,מועד,Moed,2,Festival,שבת,10,, 1,Rabbi Eliezer,אליעזר,NA,NA,Chachamim,חכמים,NA,NA,1,0,0,Chachamim,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 131, 154,10:6, 1,שבת12,12,מועד,Moed,2,Festival,שבת,10,, 1,Tanna Kama,NA,NA,NA,Rabbi Shimon,שמעון,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 132, 155,11:1, 1,שבת12,12,מועד,Moed,2,Festival,שבת,11,, 1,Rabbi Akiva,עקיבא,עקיבה,NA,Chachamim,חכמים,NA,NA,1,0,0,Chachamim,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 133, 156,12:1, 1,שבת12,12,מועד,Moed,2,Festival,שבת,12,, 1,Tanna Kama,NA,NA,NA,Rabbi Shimon ben Gamliel,שמעון בן גמליאל,NA,NA,1,0,0,Tanna Kama,Kula 0.0,1,NA,NA, 0,Chumra 1.0,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
 134, 157,12:3, 1,שבת12,12,מועד,Moed,2,Festival,שבת,12,, 1,Tanna Kama,NA,NA,NA,Rabbi Yossi,NA,NA,NA,1,0,0,Tanna Kama,Kula 0.0,1,NA,NA, 0,Chumra 1.0,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
 135, 158,12:4, 1,שבת12,12,מועד,Moed,2,Festival,שבת,12,, 1,Rabbi Eliezer,אליעזר,NA,NA,Rabbi Yehoshua,יהושע,יהושוע,NA,1,0,0,Rabbi Yehoshua,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 136, 159,12:5, 1,שבת12,12,מועד,Moed,2,Festival,שבת,12,, 1,Rabbi Yehoshua ben Bathyra,יהושע בן בתירא,יהושע בן בתירה,NA,Chachamim,חכמים,NA,NA,1,0,0,Chachamim,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 137, 160,12:6, 1,שבת12,12,מועד,Moed,2,Festival,שבת,12,, 1,Rabbi Gamliel,גמליאל,NA,NA,Chachamim,חכמים,NA,NA,1,0,0,Chachamim,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 138, 161,13:1, 1,שבת12,12,מועד,Moed,2,Festival,שבת,13,, 1,Rabbi Eliezer,אליעזר,NA,NA,Chachamim,חכמים,NA,NA,0,0,0,Chachamim,,0,NA,NA,NA,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
